P2ACE,P1NETPOINTWON,P1BREAKPOINTWON,P1ACE,P1FIRSTSRVWON,P1FIRSTSRVIN,P2UNFERR,P1DOUBLEFAULT,P2NETPOINT,P1FORCEDERROR,P2BREAKPOINTMISSED,P2NETPOINTWON,P2DOUBLEFAULT,P2SECONDSRVIN,P2FIRSTSRVIN,P2SECONDSRVWON,P2WINNER,P2BREAKPOINTWON,P1SECONDSRVIN,P1WINNER,P2BREAKPOINT,P2FORCEDERROR,P1NETPOINT,P1BREAKPOINTMISSED,P1UNFERR,P2FIRSTSRVWON,P1BREAKPOINT,P1SECONDSRVWON,SURF_CODE,WINNER
4,13,3,2,39,67,45,1,19,37,6,11,6,35,42,22,39,4,36,16,10,34,16,5,16,29,8,24,1,Player1
3,9,9,0,27,52,49,6,15,25,3,13,7,30,67,14,36,10,29,27,13,16,13,8,38,36,17,11,1,Player2
0,6,5,4,31,50,22,3,6,25,6,5,0,14,51,4,8,4,19,32,10,22,8,0,28,28,5,12,1,Player1
4,3,1,3,21,42,15,0,6,20,2,6,1,15,37,12,28,4,21,17,6,17,5,2,19,23,3,10,1,Player2
3,1,5,1,17,18,24,3,3,10,0,2,5,19,23,7,5,0,12,9,0,23,1,3,9,12,8,11,1,Player1
1,4,2,1,21,36,30,4,14,21,1,11,2,15,47,8,30,4,8,7,5,11,8,5,13,34,7,5,1,Player2
0,10,7,1,25,46,40,5,13,33,9,7,2,27,73,10,30,7,43,32,16,26,13,10,35,44,17,25,1,Player2
1,11,4,1,27,35,20,7,5,17,6,4,3,21,37,10,10,1,16,28,7,18,14,5,26,21,9,9,1,Player1
4,4,0,0,12,26,9,0,15,15,1,11,1,23,25,14,25,4,15,6,5,18,4,1,17,21,1,7,1,Player2
0,10,4,0,35,58,41,3,16,29,3,8,3,29,66,12,31,3,16,30,6,21,17,8,23,38,12,9,1,Player1
3,2,2,1,16,32,18,3,10,28,3,9,1,22,37,11,18,6,15,15,9,13,3,8,18,23,10,4,1,Player2
2,3,3,2,38,51,24,0,13,29,3,8,2,34,32,19,21,1,21,8,4,45,6,2,13,20,5,10,1,Player1
1,5,3,0,22,39,33,4,21,37,5,16,5,12,53,2,22,6,17,8,11,15,6,9,15,37,12,3,1,Player2
1,8,3,1,31,52,38,1,25,23,4,20,3,21,46,8,25,2,29,16,6,26,15,3,24,30,6,17,1,Player1
2,5,0,1,8,26,10,2,2,17,1,1,0,13,24,10,15,5,10,5,6,8,8,0,20,18,0,6,1,Player2
0,11,7,2,37,58,37,8,22,28,5,17,4,31,72,16,46,4,38,22,9,53,19,10,25,40,17,24,1,Player1
8,4,3,3,41,58,34,2,15,30,5,9,8,43,34,24,30,4,26,15,9,33,9,6,29,29,9,9,1,Player2
2,0,1,1,15,35,13,4,20,24,6,16,1,20,26,13,21,6,11,12,12,10,4,4,17,18,5,4,1,Player2
3,17,6,0,49,65,40,4,14,30,5,8,6,41,62,21,35,5,36,18,10,54,22,5,37,40,11,15,1,Player1
1,13,5,0,15,20,21,1,12,17,0,6,8,24,36,11,7,0,19,26,0,20,18,9,17,20,14,15,1,Player1
2,3,5,4,25,36,22,3,13,15,1,10,2,15,32,2,15,2,21,19,3,22,7,5,16,19,10,10,1,Player1
3,14,5,0,33,52,37,2,11,24,6,9,3,30,58,15,21,4,34,27,10,30,21,6,40,34,11,19,1,Player1
1,4,4,2,30,41,18,0,3,14,3,2,1,18,23,10,9,1,17,15,4,26,7,1,18,14,5,11,1,Player1
1,4,2,0,16,29,21,4,10,24,5,8,2,17,32,9,14,6,19,8,11,13,8,4,23,20,6,4,1,Player2
0,10,4,3,39,57,17,0,1,27,3,1,2,34,34,16,13,2,18,34,5,29,16,6,25,22,10,9,1,Player1
1,14,6,0,39,65,26,3,14,28,3,7,2,27,54,12,29,4,17,36,7,28,21,6,21,30,12,10,1,Player1
1,0,1,1,26,49,21,2,9,20,6,6,2,17,33,9,28,5,14,12,11,18,0,2,18,23,3,5,1,Player2
1,2,4,7,22,27,13,1,6,13,2,3,0,24,30,13,12,0,22,23,2,24,4,7,19,16,11,13,1,Player1
1,14,2,1,38,45,22,2,16,18,1,9,2,17,40,9,16,0,13,25,1,19,20,4,19,28,6,6,1,Player1
0,2,0,1,15,30,8,5,10,28,7,9,2,7,27,3,13,6,18,8,13,18,3,0,14,21,0,7,1,Player2
0,4,8,1,28,45,34,6,3,20,2,1,10,24,48,6,21,5,22,19,7,30,7,5,31,30,13,9,1,Player1
1,5,5,3,25,36,13,2,11,25,1,8,2,22,61,11,27,3,26,41,4,25,11,7,18,33,12,13,1,Player1
1,8,4,0,20,41,18,9,12,20,4,7,0,21,35,6,6,7,14,20,11,14,14,2,42,23,6,5,1,Player2
5,8,2,4,37,49,29,2,15,16,2,6,2,23,39,9,25,0,10,18,2,22,9,4,15,31,6,8,1,Player1
3,5,3,1,26,49,32,1,15,32,1,12,2,31,45,22,32,4,16,11,5,24,5,3,13,25,6,10,1,Player2
0,5,6,2,29,45,27,3,9,9,4,3,3,13,26,4,15,3,11,17,7,19,7,2,14,10,8,6,1,Player1
3,4,7,1,41,70,65,3,12,43,12,11,10,25,60,12,28,5,26,8,17,28,7,6,22,37,13,14,1,Player1
2,5,1,0,17,36,16,1,9,19,1,7,2,16,26,11,26,5,14,8,6,12,11,2,14,20,3,6,1,Player2
2,5,1,0,11,27,11,4,7,11,4,4,1,14,25,9,12,5,14,10,9,8,8,0,33,21,1,8,1,Player2
8,9,5,1,41,63,29,1,13,20,5,6,4,22,59,14,48,4,23,14,9,44,16,5,17,35,10,10,1,Player1
0,11,5,4,36,48,35,3,10,41,4,6,3,33,71,18,19,5,25,25,9,36,17,10,27,39,15,10,1,Player1
0,6,7,0,22,37,33,0,15,16,2,8,3,16,41,6,19,4,22,16,6,17,11,3,18,17,10,7,1,Player1
2,13,5,1,38,56,35,3,26,37,6,12,9,37,51,21,25,6,32,34,12,21,18,5,36,34,10,10,1,Player2
3,4,4,1,24,32,30,0,18,15,0,7,6,19,36,11,18,0,14,13,0,21,4,3,10,20,7,10,1,Player1
1,9,2,0,12,22,13,0,16,21,5,12,3,21,33,9,18,3,15,11,8,19,15,5,12,22,7,5,1,Player2
1,7,5,0,21,28,17,1,3,16,0,2,1,23,33,9,7,1,13,11,1,33,7,3,15,17,8,9,1,Player1
1,3,3,0,17,38,30,3,15,24,2,10,2,20,43,12,30,6,20,8,8,18,4,2,16,24,5,10,1,Player2
1,5,4,1,29,47,29,5,8,7,4,5,3,24,39,16,20,6,26,22,10,17,5,4,49,21,8,10,1,Player2
2,7,1,1,15,25,10,1,11,23,2,7,1,10,41,5,20,4,18,18,6,11,10,1,14,30,2,7,1,Player2
1,3,5,1,25,38,22,0,7,10,2,5,5,21,46,9,15,1,13,25,3,26,5,2,25,25,7,10,1,Player1
5,11,1,1,22,32,11,0,11,18,1,5,0,22,41,13,18,3,22,23,4,21,18,3,26,29,4,12,1,Player2
4,4,5,4,35,57,43,1,23,21,4,15,6,38,44,20,36,3,30,23,7,28,6,7,25,28,12,19,1,Player1
2,3,6,0,20,33,35,0,6,6,5,3,3,14,39,3,14,1,9,10,6,17,5,6,16,19,12,8,1,Player1
1,12,3,4,38,64,43,2,20,27,5,13,3,29,60,19,28,6,32,30,11,11,20,4,51,40,7,13,1,Player2
1,15,5,3,44,65,41,4,12,31,6,6,2,35,61,16,45,5,31,25,11,34,18,5,22,38,10,12,1,Player2
6,17,5,3,42,70,44,6,32,34,15,25,4,34,67,13,33,5,34,23,20,40,30,7,41,45,12,18,1,Player2
6,2,5,2,34,50,33,5,8,36,2,3,3,36,53,18,21,3,16,15,5,39,3,10,19,31,15,10,1,Player1
0,1,3,1,14,31,18,0,7,27,4,6,5,9,37,4,14,6,18,10,10,13,3,1,18,27,4,7,1,Player2
1,17,4,7,41,55,12,7,10,23,8,7,0,30,58,14,13,3,22,47,11,33,22,6,44,35,10,12,1,Player1
1,8,5,3,41,63,31,7,16,20,4,12,5,16,59,8,28,4,16,28,8,26,13,1,33,37,6,9,1,Player1
0,10,4,2,31,52,21,6,15,28,4,8,1,21,48,15,20,5,25,27,9,24,17,2,33,26,6,12,1,Player2
4,8,7,2,33,62,39,4,24,28,10,16,3,41,62,23,32,6,32,25,16,40,17,6,40,33,13,21,1,Player2
2,6,5,1,32,47,23,1,10,26,3,4,4,13,43,6,11,2,19,21,5,28,8,6,18,24,11,10,1,Player1
1,5,7,0,27,40,25,4,5,10,3,5,0,23,40,10,16,2,6,16,5,26,7,7,20,15,14,2,1,Player1
0,6,1,3,15,31,16,2,14,21,2,11,2,18,30,15,22,4,25,11,6,20,12,0,18,19,1,16,1,Player2
0,2,5,1,35,53,28,3,3,31,8,2,10,11,42,9,12,3,24,24,11,25,5,3,23,25,8,13,1,Player1
3,6,1,0,31,45,24,0,12,27,6,10,1,15,53,11,31,2,26,12,8,29,13,1,17,37,2,13,1,Player2
4,16,4,6,0,0,27,0,8,0,0,6,0,0,0,0,25,0,0,39,0,0,25,15,19,0,15,0,1,Player1
12,7,6,11,0,0,63,4,40,0,10,22,8,0,0,0,56,4,0,44,10,0,13,9,26,0,9,0,1,Player1
3,25,6,12,0,0,55,5,25,0,10,19,11,0,0,0,53,4,0,42,10,0,40,13,29,0,13,0,1,Player1
5,23,7,5,0,0,50,9,18,0,9,14,2,0,0,0,27,4,0,36,9,0,31,9,46,0,9,0,1,Player1
9,17,3,12,0,0,27,3,11,0,7,10,1,0,0,0,46,4,0,37,7,0,25,6,33,0,6,0,1,Player2
2,13,10,15,0,0,76,2,23,0,23,20,7,0,0,0,51,7,0,49,23,0,25,21,43,0,21,0,1,Player1
2,20,8,7,0,0,31,5,10,0,7,5,8,0,0,0,16,3,0,38,7,0,29,16,47,0,16,0,1,Player1
2,6,5,6,0,0,24,4,6,0,13,3,4,0,0,0,23,6,0,26,13,0,10,9,18,0,9,0,1,Player1
8,46,3,12,0,0,30,2,16,0,5,11,14,0,0,0,36,1,0,52,5,0,73,15,36,0,15,0,1,Player1
6,5,1,1,0,0,26,2,27,0,10,18,2,0,0,0,30,6,0,17,10,0,8,8,18,0,8,0,1,Player2
0,14,6,2,0,0,37,3,10,0,2,5,3,0,0,0,15,1,0,25,2,0,16,12,29,0,12,0,1,Player1
4,34,10,5,0,0,39,8,22,0,18,11,10,0,0,0,21,8,0,69,18,0,59,17,81,0,17,0,1,Player1
7,12,0,7,0,0,11,3,11,0,18,10,3,0,0,0,32,7,0,30,18,0,16,0,29,0,0,0,1,Player2
8,10,0,1,0,0,13,4,10,0,15,8,5,0,0,0,28,6,0,19,15,0,18,1,35,0,1,0,1,Player2
13,27,7,7,0,0,33,10,11,0,13,8,5,0,0,0,48,5,0,45,13,0,39,7,40,0,7,0,1,Player1
18,3,0,3,0,0,21,5,17,0,11,15,2,0,0,0,52,3,0,22,11,0,5,2,16,0,2,0,1,Player2
7,10,5,0,0,0,66,2,27,0,17,16,6,0,0,0,32,5,0,29,17,0,22,12,37,0,12,0,1,Player2
13,5,1,1,0,0,20,5,6,0,9,3,5,0,0,0,31,6,0,17,9,0,16,6,30,0,6,0,1,Player2
8,23,0,6,0,0,20,1,9,0,6,4,5,0,0,0,34,2,0,42,6,0,28,6,44,0,6,0,1,Player2
3,9,1,0,0,0,22,4,3,0,13,3,3,0,0,0,20,7,0,19,13,0,19,4,38,0,4,0,1,Player2
8,8,3,13,0,0,49,0,15,0,6,11,8,0,0,0,47,3,0,38,6,0,9,8,24,0,8,0,1,Player1
18,11,8,17,0,0,57,11,28,0,9,19,12,0,0,0,49,4,0,68,9,0,15,16,69,0,16,0,1,Player1
3,20,5,9,0,0,49,6,39,0,26,29,10,0,0,0,60,9,0,47,26,0,43,15,49,0,15,0,1,Player2
8,4,0,1,0,0,19,6,12,0,8,6,3,0,0,0,31,5,0,15,8,0,7,3,26,0,3,0,1,Player2
14,15,2,7,0,0,46,3,20,0,8,17,4,0,0,0,56,5,0,21,8,0,27,12,18,0,12,0,1,Player2
5,7,6,5,0,0,48,2,19,0,9,11,3,0,0,0,35,4,0,35,9,0,11,19,28,0,19,0,1,Player1
0,5,1,3,0,0,18,1,3,0,9,2,3,0,0,0,20,7,0,14,9,0,9,5,38,0,5,0,1,Player2
0,13,6,5,0,0,21,1,11,0,3,7,3,0,0,0,17,1,0,41,3,0,23,15,34,0,15,0,1,Player1
4,9,5,2,0,0,39,0,23,0,9,14,2,0,0,0,18,2,0,31,9,0,16,8,28,0,8,0,1,Player1
6,31,2,8,0,0,25,2,6,0,14,6,5,0,0,0,35,7,0,48,14,0,46,10,48,0,10,0,1,Player2
10,11,9,15,0,0,64,3,32,0,7,19,2,0,0,0,52,4,0,53,7,0,21,19,35,0,19,0,1,Player1
7,21,1,1,0,0,37,5,28,0,13,24,5,0,0,0,67,5,0,25,13,0,30,4,29,0,4,0,1,Player2
3,30,5,7,0,0,46,1,34,0,13,24,1,0,0,0,57,7,0,51,13,0,47,14,57,0,14,0,1,Player2
4,23,3,3,0,0,35,5,15,0,15,12,3,0,0,0,28,9,0,23,15,0,31,7,49,0,7,0,1,Player2
5,16,4,15,0,0,37,1,20,0,6,13,7,0,0,0,36,0,0,50,6,0,26,12,40,0,12,0,1,Player1
20,20,3,6,0,0,44,3,31,0,12,17,5,0,0,0,51,5,0,54,12,0,33,10,50,0,10,0,1,Player2
9,19,8,10,0,0,33,4,16,0,14,11,4,0,0,0,47,7,0,56,14,0,32,23,44,0,23,0,1,Player1
2,9,7,8,0,0,25,5,28,0,7,10,2,0,0,0,28,5,0,49,7,0,13,11,28,0,11,0,1,Player1
11,13,5,8,0,0,39,3,22,0,9,14,1,0,0,0,50,3,0,52,9,0,30,8,37,0,8,0,1,Player1
7,5,1,5,0,0,23,5,7,0,8,6,1,0,0,0,35,5,0,28,8,0,8,3,30,0,3,0,1,Player2
8,22,0,4,0,0,6,1,11,0,7,10,0,0,0,0,42,5,0,23,7,0,40,0,12,0,0,0,1,Player2
5,8,7,0,0,0,51,5,17,0,7,7,2,0,0,0,36,2,0,19,7,0,14,20,17,0,20,0,1,Player1
3,43,7,3,0,0,62,6,37,0,15,26,2,0,0,0,54,6,0,50,15,0,63,23,48,0,23,0,1,Player1
41,34,4,6,0,0,98,6,31,0,4,28,1,0,0,0,107,2,0,69,4,0,42,24,40,0,24,0,1,Player1
5,10,3,2,0,0,23,2,13,0,19,9,1,0,0,0,36,8,0,14,19,0,22,7,34,0,7,0,1,Player2
10,29,4,3,0,0,43,3,30,0,23,20,7,0,0,0,43,7,0,60,23,0,38,12,58,0,12,0,1,Player2
0,8,1,6,0,0,22,3,18,0,13,13,0,0,0,0,32,6,0,27,13,0,13,11,32,0,11,0,1,Player2
0,18,4,0,0,0,42,5,10,0,15,6,5,0,0,0,37,7,0,33,15,0,39,12,51,0,12,0,1,Player2
4,7,5,12,0,0,37,7,17,0,4,9,7,0,0,0,21,2,0,31,4,0,11,9,27,0,9,0,1,Player1
10,12,0,8,0,0,14,2,20,0,5,16,1,0,0,0,39,3,0,40,5,0,17,3,24,0,3,0,1,Player2
16,15,1,4,0,0,46,2,13,0,8,5,2,0,0,0,47,2,0,25,8,0,22,14,31,0,14,0,1,Player2
7,19,2,4,0,0,34,2,14,0,16,9,7,0,0,0,35,5,0,33,16,0,28,6,38,0,6,0,1,Player2
9,6,3,1,0,0,45,0,21,0,0,13,4,0,0,0,41,0,0,22,0,0,10,5,13,0,5,0,1,Player1
16,4,1,4,0,0,28,0,8,0,10,3,8,0,0,0,40,5,0,16,10,0,10,3,22,0,3,0,1,Player2
0,11,0,4,0,0,17,2,10,0,15,9,1,0,0,0,25,7,0,16,15,0,20,2,25,0,2,0,1,Player2
5,21,7,3,0,0,16,0,2,0,4,1,2,0,0,0,10,1,0,34,4,0,28,10,28,0,10,0,1,Player1
12,19,7,8,0,0,44,4,11,0,11,6,8,0,0,0,36,5,0,57,11,0,24,11,42,0,11,0,1,Player1
9,19,5,2,0,0,88,3,36,0,19,27,1,0,0,0,82,9,0,23,19,0,30,11,49,0,11,0,1,Player2
7,28,5,0,0,0,40,3,31,0,15,21,1,0,0,0,40,8,0,29,15,0,36,8,33,0,8,0,1,Player2
2,22,5,7,0,0,35,3,43,0,3,19,2,0,0,0,25,2,0,54,3,0,32,14,25,0,14,0,1,Player1
5,11,5,2,0,0,47,2,31,0,7,15,1,0,0,0,33,2,0,28,7,0,26,12,25,0,12,0,1,Player1
8,10,6,4,0,0,41,1,17,0,1,14,5,0,0,0,28,1,0,31,1,0,13,14,28,0,14,0,1,Player1
10,18,2,22,0,0,36,3,23,0,6,15,5,0,0,0,57,4,0,66,6,0,27,6,34,0,6,0,1,Player2
0,8,7,2,0,0,39,1,9,0,6,5,4,0,0,0,15,0,0,12,6,0,13,11,11,0,11,0,1,Player1
1,21,6,7,0,0,52,4,53,0,17,38,4,0,0,0,59,5,0,52,17,0,28,16,33,0,16,0,1,Player1
10,13,1,7,0,0,15,7,25,0,16,17,2,0,0,0,49,9,0,37,16,0,26,3,39,0,3,0,1,Player2
9,11,0,4,0,0,20,0,11,0,7,10,1,0,0,0,31,3,0,28,7,0,13,1,32,0,1,0,1,Player2
4,21,4,16,0,0,32,5,24,0,7,15,4,0,0,0,22,1,0,50,7,0,27,12,26,0,12,0,1,Player1
8,6,0,2,0,0,15,6,15,0,10,12,0,0,0,0,32,5,0,12,10,0,14,1,23,0,1,0,1,Player2
26,14,3,5,0,0,88,0,27,0,8,21,5,0,0,0,73,0,0,33,8,0,19,16,39,0,16,0,1,Player1
1,18,0,3,0,0,16,0,11,0,10,9,1,0,0,0,32,5,0,25,10,0,30,4,17,0,4,0,1,Player2
6,19,9,5,0,0,81,2,22,0,10,16,4,0,0,0,43,6,0,45,10,0,25,22,77,0,22,0,1,Player1
4,32,6,4,0,0,67,2,30,0,13,23,2,0,0,0,49,5,0,49,13,0,51,17,64,0,17,0,1,Player2
4,21,4,12,0,0,40,1,29,0,8,18,8,0,0,0,40,1,0,59,8,0,29,13,51,0,13,0,1,Player1
12,7,5,8,0,0,57,3,25,0,14,15,2,0,0,0,51,5,0,35,14,0,12,15,40,0,15,0,1,Player1
8,28,3,2,0,0,29,3,26,0,12,22,1,0,0,0,59,6,0,31,12,0,45,9,33,0,9,0,1,Player2
9,16,2,3,0,0,23,5,16,0,12,13,3,0,0,0,43,5,0,21,12,0,23,5,25,0,5,0,1,Player2
2,8,0,0,0,0,13,0,8,0,10,7,0,0,0,0,23,8,0,13,10,0,14,2,25,0,2,0,1,Player2
6,21,6,7,0,0,61,2,36,0,11,20,3,0,0,0,40,4,0,44,11,0,36,13,34,0,13,0,1,Player1
6,25,8,11,0,0,43,1,17,0,10,11,4,0,0,0,33,4,0,59,10,0,30,18,43,0,18,0,1,Player1
3,15,10,3,0,0,59,5,22,0,15,9,1,0,0,0,49,5,0,32,15,0,29,19,32,0,19,0,1,Player1
10,9,0,4,0,0,16,1,9,0,6,8,1,0,0,0,36,3,0,39,6,0,17,4,45,0,4,0,1,Player2
9,12,7,6,0,0,46,2,14,0,8,9,3,0,0,0,33,4,0,27,8,0,16,10,17,0,10,0,1,Player1
2,6,0,1,0,0,16,3,9,0,10,9,1,0,0,0,26,7,0,17,10,0,14,2,35,0,2,0,1,Player2
4,23,7,3,0,0,29,4,12,0,17,6,4,0,0,0,34,9,0,39,17,0,32,10,53,0,10,0,1,Player2
0,18,9,1,0,0,44,6,9,0,11,5,2,0,0,0,18,6,0,32,11,0,26,17,60,0,17,0,1,Player1
4,1,1,1,0,0,10,2,1,0,2,0,2,0,0,0,7,1,0,7,2,0,2,3,13,0,3,0,1,Player1
0,5,4,3,0,0,27,2,15,0,14,11,0,0,0,0,25,6,0,15,14,0,7,5,18,0,5,0,1,Player2
1,8,2,1,0,0,14,7,0,0,11,0,2,0,0,0,20,6,0,10,11,0,10,2,24,0,2,0,1,Player2
0,3,4,0,0,0,21,3,14,0,9,11,4,0,0,0,20,6,0,16,9,0,9,10,19,0,10,0,1,Player2
2,5,5,0,0,0,31,7,5,0,12,5,3,0,0,0,34,7,0,19,12,0,9,8,31,0,8,0,1,Player2
0,6,6,3,0,0,24,1,8,0,0,4,3,0,0,0,9,0,0,18,0,0,7,10,9,0,10,0,1,Player1
0,4,2,6,0,0,8,0,3,0,3,3,0,0,0,0,9,2,0,22,3,0,6,2,14,0,2,0,1,Player1
2,0,4,4,0,0,17,1,5,0,4,3,2,0,0,0,21,0,0,14,4,0,0,5,5,0,5,0,1,Player1
3,3,1,2,0,0,16,8,15,0,6,12,3,0,0,0,21,4,0,20,6,0,8,8,24,0,8,0,1,Player2
1,3,5,1,0,0,25,1,6,0,4,4,3,0,0,0,9,0,0,13,4,0,3,7,13,0,7,0,1,Player1
1,7,2,3,0,0,28,1,24,0,7,12,5,0,0,0,21,4,0,15,7,0,9,12,29,0,12,0,1,Player2
1,9,5,3,0,0,44,2,13,0,14,6,5,0,0,0,27,5,0,22,14,0,17,8,36,0,8,0,1,Player1
4,3,5,3,0,0,44,2,2,0,3,1,12,0,0,0,16,0,0,14,3,0,4,10,11,0,10,0,1,Player1
0,21,4,1,0,0,26,1,9,0,7,7,2,0,0,0,34,6,0,36,7,0,35,6,31,0,6,0,1,Player2
0,3,5,4,0,0,31,4,14,0,7,9,8,0,0,0,27,2,0,28,7,0,6,13,13,0,13,0,1,Player1
0,9,2,1,0,0,17,3,8,0,8,7,1,0,0,0,15,4,0,18,8,0,21,5,25,0,5,0,1,Player2
3,1,1,0,0,0,15,8,5,0,11,3,3,0,0,0,16,6,0,3,11,0,1,1,26,0,1,0,1,Player2
4,14,4,6,0,0,36,4,9,0,10,4,8,0,0,0,30,4,0,39,10,0,23,16,47,0,16,0,1,Player2
5,3,2,0,0,0,11,3,6,0,9,5,0,0,0,0,18,5,0,14,9,0,9,3,23,0,3,0,1,Player2
8,6,2,6,0,0,20,12,7,0,5,6,5,0,0,0,34,3,0,25,5,0,7,6,31,0,6,0,1,Player2
3,5,5,5,0,0,23,2,3,0,2,2,5,0,0,0,16,2,0,22,2,0,7,12,18,0,12,0,1,Player1
2,6,4,4,0,0,51,3,15,0,4,9,5,0,0,0,42,2,0,16,4,0,8,6,21,0,6,0,1,Player1
2,5,0,1,0,0,7,1,5,0,8,3,0,0,0,0,14,5,0,13,8,0,8,6,28,0,6,0,1,Player2
2,6,5,2,0,0,18,2,8,0,3,5,2,0,0,0,18,1,0,14,3,0,11,10,7,0,10,0,1,Player1
2,0,0,1,0,0,11,4,7,0,6,6,2,0,0,0,14,4,0,7,6,0,5,1,25,0,1,0,1,Player2
3,5,3,5,0,0,22,1,4,0,4,4,1,0,0,0,17,1,0,27,4,0,12,7,21,0,7,0,1,Player1
1,0,0,0,0,0,13,4,7,0,9,6,4,0,0,0,18,6,0,0,9,0,1,3,16,0,3,0,1,Player2
1,4,5,0,0,0,29,2,4,0,2,2,2,0,0,0,9,0,0,9,2,0,6,7,11,0,7,0,1,Player1
1,10,5,1,0,0,26,6,6,0,6,3,2,0,0,0,12,2,0,20,6,0,12,9,21,0,9,0,1,Player1
2,10,4,1,0,0,35,5,13,0,16,7,7,0,0,0,34,6,0,24,16,0,31,15,32,0,15,0,1,Player2
3,1,0,0,0,0,14,1,2,0,10,2,0,0,0,0,28,5,0,4,10,0,6,2,12,0,2,0,1,Player2
0,5,5,0,0,0,25,5,4,0,7,4,3,0,0,0,19,3,0,24,7,0,7,11,22,0,11,0,1,Player1
6,4,0,1,0,0,17,1,8,0,4,7,2,0,0,0,19,3,0,9,4,0,5,4,14,0,4,0,1,Player2
2,1,5,3,0,0,33,0,15,0,3,8,1,0,0,0,17,1,0,14,3,0,4,5,6,0,5,0,1,Player1
1,7,4,1,0,0,23,3,8,0,8,4,3,0,0,0,22,5,0,22,8,0,8,8,20,0,8,0,1,Player2
0,14,6,0,0,0,26,2,6,0,4,4,2,0,0,0,19,2,0,20,4,0,18,11,16,0,11,0,1,Player1
1,2,2,0,0,0,15,4,5,0,7,4,2,0,0,0,15,6,0,6,7,0,6,2,23,0,2,0,1,Player2
0,10,6,3,0,0,22,2,8,0,8,6,5,0,0,0,17,3,0,25,8,0,17,14,16,0,14,0,1,Player1
2,5,2,1,0,0,13,1,7,0,9,5,1,0,0,0,17,6,0,11,9,0,11,3,28,0,3,0,1,Player2
1,1,6,0,0,0,20,1,3,0,8,3,1,0,0,0,19,3,0,13,8,0,3,9,15,0,9,0,1,Player1
1,7,5,7,0,0,34,0,7,0,7,4,14,0,0,0,21,3,0,34,7,0,11,15,25,0,15,0,1,Player1
0,2,6,0,0,0,22,3,2,0,1,0,5,0,0,0,5,1,0,14,1,0,2,7,16,0,7,0,1,Player1
1,2,5,1,0,0,32,0,7,0,7,4,5,0,0,0,17,1,0,16,7,0,5,6,17,0,6,0,1,Player1
0,1,0,2,0,0,16,0,7,0,10,5,1,0,0,0,25,5,0,6,10,0,2,4,10,0,4,0,1,Player2
1,10,8,1,0,0,39,9,16,0,8,10,3,0,0,0,19,6,0,27,8,0,18,16,29,0,16,0,1,Player1
3,9,6,1,0,0,44,4,14,0,14,7,6,0,0,0,30,6,0,26,14,0,14,15,33,0,15,0,1,Player1
4,11,5,0,0,0,34,1,9,0,7,6,3,0,0,0,26,4,0,20,7,0,14,10,14,0,10,0,1,Player1
1,4,0,0,0,0,27,1,10,0,9,8,5,0,0,0,30,4,0,6,9,0,4,3,15,0,3,0,1,Player2
2,6,2,0,0,0,15,2,5,0,6,3,2,0,0,0,21,4,0,13,6,0,13,3,30,0,3,0,1,Player2
2,4,3,3,0,0,28,5,7,0,7,6,3,0,0,0,32,5,0,10,7,0,9,5,12,0,5,0,1,Player2
1,3,5,1,0,0,22,1,8,0,5,5,1,0,0,0,11,2,0,20,5,0,6,12,17,0,12,0,1,Player1
1,5,0,2,0,0,7,5,3,0,6,2,0,0,0,0,9,3,0,25,6,0,12,0,40,0,0,0,1,Player2
4,8,7,2,0,0,34,2,10,0,16,9,3,0,0,0,35,8,0,23,16,0,14,12,24,0,12,0,1,Player2
2,1,0,0,0,0,18,0,6,0,7,6,2,0,0,0,22,5,0,1,7,0,3,0,11,0,0,0,1,Player2
2,6,4,1,0,0,22,7,4,0,7,3,0,0,0,0,19,2,0,32,7,0,8,12,25,0,12,0,1,Player1
0,5,0,1,0,0,16,3,6,0,7,5,3,0,0,0,22,4,0,7,7,0,11,2,11,0,2,0,1,Player2
0,6,7,1,0,0,30,1,8,0,10,3,2,0,0,0,10,3,0,26,10,0,8,18,31,0,18,0,1,Player1
2,7,1,4,0,0,18,2,3,0,5,3,2,0,0,0,20,4,0,10,5,0,8,4,19,0,4,0,1,Player2
4,5,2,1,0,0,16,0,13,0,14,9,1,0,0,0,27,7,0,11,14,0,10,10,16,0,10,0,1,Player2
3,17,7,0,0,0,40,3,17,0,10,11,5,0,0,0,39,7,0,23,10,0,21,9,18,0,9,0,1,Player1
3,11,4,0,0,0,42,1,18,0,7,10,2,0,0,0,28,2,0,23,7,0,15,10,34,0,10,0,1,Player1
4,3,0,1,0,0,18,0,6,0,8,4,1,0,0,0,17,5,0,11,8,0,6,1,22,0,1,0,1,Player2
1,13,5,2,0,0,24,2,9,0,10,7,1,0,0,0,11,2,0,32,10,0,14,14,44,0,14,0,1,Player1
0,15,5,0,0,0,32,3,13,0,6,10,6,0,0,0,18,3,0,24,6,0,19,14,30,0,14,0,1,Player1
2,16,5,0,0,0,44,3,19,0,14,13,1,0,0,0,30,6,0,31,14,0,23,22,37,0,22,0,1,Player2
1,5,3,0,0,0,37,1,12,0,11,7,8,0,0,0,29,6,0,15,11,0,8,11,16,0,11,0,1,Player2
3,5,5,3,0,0,39,4,12,0,11,8,6,0,0,0,43,5,0,18,11,0,9,13,25,0,13,0,1,Player1
